method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.658,0.711,0.436,0.410,0.578,0.720,0.000
original-group-0,0.647,0.716,0.459,0.480,0.639,0.654,0.796
original-group-1,0.702,0.670,0.345,0.135,0.264,0.933,0.204
original-delta,-0.055,0.046,0.114,0.345,0.374,-0.279,0.374
original-fair_reg-all,0.647,0.707,0.436,0.483,0.649,0.646,0.000
original-fair_reg-group-0,0.649,0.716,0.459,0.494,0.656,0.643,0.796
original-fair_reg-group-1,0.639,0.669,0.345,0.437,0.609,0.655,0.204
original-fair_reg-delta,0.010,0.046,0.114,0.058,0.047,-0.012,0.047
original-fair_pp-all,0.645,0.705,0.436,0.471,0.634,0.654,0.000
original-fair_pp-group-0,0.647,0.716,0.459,0.480,0.639,0.654,0.796
original-fair_pp-group-1,0.639,0.670,0.345,0.437,0.609,0.655,0.204
original-fair_pp-delta,0.008,0.046,0.114,0.044,0.029,-0.000,0.029
original-fair_adv-all,0.662,0.713,0.436,0.392,0.561,0.739,0.000
original-fair_adv-group-0,0.653,0.716,0.459,0.431,0.592,0.705,0.796
original-fair_adv-group-1,0.694,0.670,0.345,0.238,0.402,0.848,0.204
original-fair_adv-delta,-0.041,0.045,0.114,0.193,0.190,-0.144,0.190
original-fair_resample-all,0.644,0.707,0.436,0.395,0.545,0.720,0.000
original-fair_resample-group-0,0.643,0.714,0.459,0.413,0.561,0.712,0.796
original-fair_resample-group-1,0.647,0.666,0.345,0.325,0.460,0.745,0.204
original-fair_resample-delta,-0.004,0.048,0.114,0.088,0.101,-0.033,0.101
adv-clean-all,0.656,0.713,0.436,0.404,0.569,0.723,0.000
adv-clean-group-0,0.646,0.717,0.459,0.469,0.625,0.664,0.796
adv-clean-group-1,0.694,0.673,0.345,0.151,0.276,0.915,0.204
adv-clean-delta,-0.048,0.044,0.114,0.318,0.349,-0.252,0.349
adv-clean-fair_reg-all,0.645,0.707,0.436,0.475,0.638,0.650,0.000
